id,lat,lon,user,timestamp
368902310,31.2647926,121.2234017,zzcolin,2012-07-16T16:26:44Z
368902312,31.2637969,121.2202861,sfrank,2009-04-02T16:42:11Z
368902315,31.2620543,121.2133917,aighes,2014-04-28T22:32:08Z
368902317,31.2616154,121.2117068,zzcolin,2012-05-13T16:30:58Z
368902320,31.262212,121.209258,zzcolin,2012-05-13T16:30:58Z
368902322,31.2635158,121.2048012,zzcolin,2012-05-13T16:30:58Z
368903896,31.2226744,121.3960214,yangfl,2011-01-31T14:58:19Z
368903897,31.2226287,121.3957252,yangfl,2011-01-31T14:57:31Z
368903901,31.2223092,121.3952973,yangfl,2011-01-31T14:58:31Z
368903905,31.2210594,121.3952098,yangfl,2011-01-31T14:58:38Z
368903906,31.2203672,121.3948709,yangfl,2011-01-31T14:57:18Z
368903907,31.2201115,121.3942526,yangfl,2011-01-31T14:58:16Z
368903908,31.2203899,121.3929476,yangfl,2011-01-31T14:58:18Z
368903910,31.2205167,121.3895928,yangfl,2011-01-31T14:57:35Z
368903912,31.2205385,121.3875609,yangfl,2011-01-31T14:57:23Z
368903913,31.2204253,121.38535,yangfl,2011-01-31T14:58:21Z
368903915,31.2207252,121.3824219,yangfl,2011-01-31T14:58:03Z
368903919,31.2215423,121.3793761,yangfl,2011-01-31T14:57:04Z
368903921,31.2217089,121.3778133,yangfl,2011-01-31T14:57:18Z
368903923,31.221705,121.3749762,yangfl,2011-01-31T14:58:32Z
368903925,31.2219001,121.3740124,π√À’–°ø÷¡˙,2015-04-04T00:28:58Z
368903928,31.2223305,121.3727422,yangfl,2011-01-31T14:57:29Z
368903933,31.2217131,121.36941,yangfl,2011-01-31T14:57:33Z
368903935,31.2238082,121.3672324,yangfl,2011-01-31T14:57:23Z
368903936,31.2248685,121.3657094,yangfl,2011-01-31T14:57:22Z
368903938,31.2250525,121.3636008,yangfl,2011-01-31T14:56:53Z
368903940,31.2254018,121.3627635,yangfl,2011-01-31T14:58:03Z
